OTUID,taxonomy,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
dd81d13cec129cbc8c14662e39362346,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosovibrio; s__tenuis,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis,,,,
5dd0ecb8e6aefff38b53bd1cea0be5b6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
0b14b1b783ebd95e926dbc84cf77c431,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,,,,,
1428b0db8705a54fd0126eb5f2bd73c7,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,,,,,
fec4a271386655730feeba7f4709a73d,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
be7d2f7fc79d4a74b94f8f113f392640,k__Bacteria,Bacteria,,,,,,,,,,
47a934242f29d8c1eb155e7458c32b43,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,,,,
98b8a773d9b52d75d1653b33d0632f97,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,,,,
53cacbb44cfc10c4f8a04906aac79971,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],,,,,,,,
10695eacc5c61db7985df47cc73220aa,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
450cd1be38d61e87807e82e99b9f481e,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,,,,,
6d97d45d814877629e27567b43d9d7b7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Reyranella; s__massiliensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,massiliensis,,,,
8ac0604f14db47ac819c87a690f38a7d,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
c646821a530174b4d477ea5e0aa0e186,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,,,,
a75d094a64851bf2e7a41a8e73f3dfa7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Reyranella; s__massiliensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,massiliensis,,,,
cb24987ce05d8b01d0b36cba305d7093,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,,,,
28dc0860824faa88e77d5088f61be3ff,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,,,,,
e26b3a6461d50eb6284170b6d8601bbf,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
b4953f9a42e2ab689965b11df882c085,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,,,,,
7625345cb0ac2dbdba32ee1ae9f9f91c,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,,,,,
de38ba4d95fef1b633186be63bacf1f1,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Chitinophaga,,,,,
bcf30a8f41f5b89f1fe94c3a093cf29d,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,,,,,
d7d103cad8f13e12e96c9857e88c82a9,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-1,,,,,,,,
2592b9f37eada954f2e3a6da5877aaea,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
ad555cd2185f635f3d2603f29a294f11,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,,,,
a4cd0839030f67d31d6a1bd15580d913,k__Bacteria; p__Chloroflexi; c__TK17; o__mle1-48; f__; g__; s__,Bacteria,Chloroflexi,TK17,mle1-48,,,,,,,
6e939cde585a424ede0458e8bd084aff,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
7d1e62587f9fb3f178c497df2856c9be,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella; s__nigrescens,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,nigrescens,,,,
4ec1eb9b23ef7d10fe8cf0f953c600e7,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,,,,,
5b4619d44e96adc8945442525effce71,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__,Bacteria,Armatimonadetes,Armatimonadia,FW68,,,,,,,
c44988e567585d50c18d364c94b43d27,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
c3d23b5584e04386586173c795e5871a,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,,,,,
fad00c1889249acfaa445fa9f56c0fd3,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
d1f45c58546226dd007d7c8010097bb0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,,,,,
757170751603eb39b57bf602be769b07,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,,,,,
0a44800260a7b0fe80e1ea3023474fa8,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,,,,,
b0392d23e585b36a44b28627c7d26d07,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,,,,
ea6905b97bd823cbfbdb8bf7c7de5714,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
cb65d7dbf52a5e4f9c4c935bf097e690,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__,Bacteria,Chloroflexi,C0119,,,,,,,,
895ed2aa1c3a9ff6254a2e86497ec8ce,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
4d472583bfa4f00c14a56a4993ae3acd,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
c4e2a06214e575a958a1b87864647f13,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,,,
732c32b0fe1a49f85c2d36023759fc14,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
f7908e8ea26dbf74193106260ed84d50,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,,,,,
fb482e972be4ed13bc0b9140fec291e6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,,,,,
7db70fe5b4e40fbc877c1b54f367cf85,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,,,,
d4a39ba0582ce8f9a79867c31d602b51,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemm-3,,,,,,,,
91b6c157c137ad4d6bf998161937e37c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,,,
e12ec6bd78cbe20abe6028295e78f5b2,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
3e5bc4344d612ff62587aa9c07548c6e,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
c61d601b099db8b0db415851abedb86b,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,,,,,
af389e8816f6cd70c6fa672338565879,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__lacticum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,lacticum,,,,
4ba45e2e2d429104139509427a178a24,k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,,,,,
61f8e1eb06f79a0c98ddaaf728420ab2,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,,,,,,
623a72798fc31e208811ffb39c996309,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus,Nitrososphaera,s__,,,
ebdf4265f471bf2347b633edfcbb9de9,k__Bacteria,Bacteria,,,,,,,,,,
ebb3be45c3b4fbc3f17c08582bf9c6c2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,,,
f26b33b62e224fe44d8fddb10f611799,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus,Nitrososphaera,s__,,,
1a7c7788897c4fc480eb0f75fa9a55b6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__koreensis,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,koreensis,,,,
aed0daba25b6206698a9101a9c00795d,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,,,,
b19e9cb0f42f50adeade0a745b72829b,k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__Dolo_23; g__; s__,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,,,,,,
cb446026eddd4ec49e7437ffd04980b6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,occulta,,,,
1b676044f4fc17d8d6e0785410445af4,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,,,,
111c07010a83e7a261f87464807376f0,k__Bacteria,Bacteria,,,,,,,,,,
ab3cf8e9a3a2016078f297e10542b65d,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,,,,
0c54c96e4f63b8f34e04d0e57c2a68c9,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,,,,,
9b49aa06e304f1600759567d07102ce8,k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,DS-18,,,,,,,
a0943922b050042a8c6cb4e81dc0f35a,k__Bacteria,Bacteria,,,,,,,,,,
cc91e3276fc719623c1f17890b64ae25,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,,,,,
8b20cfb9cd0dc9c20e8438efaf7cffb4,k__Bacteria; p__Chloroflexi,Bacteria,Chloroflexi,,,,,,,,,
ace592f884e5ab3662bebcde4dc37474,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,,,,,
478dd2ccbe2c2b7bd1968f24e44be28f,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,,,,,
63835c5020c01fc37f7da6feb2063794,k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,,,,,
9d40f36000c8a8589ce7dceacb2c41e4,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
8f1e70f74d265e145716e1ad0f826968,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
3a1c55586f6ccb2c16e72ca36f0a9b1f,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
6e77dc0a44f203f7b46f334c0881e1e2,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,,,,,
500288eee8e6a61b6514dd6a5e82084b,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,,,,
731dc787b8e74055aa29df67fb197b63,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,,,,,
10871edacc564b40f9a2fecd7fa4da14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,,,,,
680f85efd041a2e32ecb0a480750cbba,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,,,,
fa5f85aeb81ddd945e9422f18e6deff6,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
eeaa3edc5f84a6a58a0272267a7cab9f,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,,,,,
db2aee526e010d4b26d56811f03bc95e,k__Bacteria; p__Chloroflexi; c__SHA-26; o__; f__; g__; s__,Bacteria,Chloroflexi,SHA-26,,,,,,,,
a54f4d755b5ab413975c8cf14676bcf1,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
beea88c7ed7464cac73bc61ee7262ee6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,,,,,
8fd225adb93970a2d5d7a817d0250bac,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus,Koribacter,s__,,,
7d31970583d9fc16ebb275615a882595,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,,,,,
4492005fa4b69c8583214e8926708d5c,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,,,,
c29cf3762ec95a8405c93000042c7b00,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,,,,
e66b6dcf12153fb7b1f7d2f2fa53b0db,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
9814f8399d9e36970932619e815b9a28,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
05a498a53f597ca6334a47b8859973ff,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,,,,,
d83eacad5feb475264cc38afcdcba733,k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__,Bacteria,Acidobacteria,TM1,,,,,,,,
01b036f5929c2a6fe3f355f187a97056,k__Bacteria,Bacteria,,,,,,,,,,
1c235f238c98268a625c40eafa53e24e,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__tuberum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,tuberum,,,,
576e6d6eabf7e6704fb74f207489001d,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
75a65e8aeaf29d0b04c7bab07245a340,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,,,,
fcd4aeb3f158b9e6210a1dc79c761286,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__petroleiphilum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,petroleiphilum,,,,
c22c9109fc4ab9612642cde7d78f1707,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,,,,,
aaac3ab1da9d2d701abf078aa9b58a3a,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,,,,
d8fa5df4c40f2288765d18cacfe24ab1,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,,,,,
1f3560e66c60b36e08ff990cafb785dc,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,,,,,
4b35083e29a912ef7da3ec7b6a213246,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium; s__,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,,,,,
2f6fff12f50f7a8c2aa1fe37bfa75d56,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,,,,,
c08f51a045c3e5f440a6d05c6ada3695,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,,,,,
943d5fa5308df2eaf7849904bf5602a9,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__flexus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus,,,,
091ef3673d07f494dae3d718bdf9d3d0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,,,,,
6809b033a46da8b8593491045e0bdad1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,,,,
183c4fd60db6f156818b4125a661c97e,k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__,Bacteria,Acidobacteria,iii1-8,32-20,,,,,,,
061d6ee889dc33ccb11ca43e673a9c74,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,,,,,
aa41c1d2d82265c8ae3faca6d1b5c214,k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__,Bacteria,Acidobacteria,DA052,Ellin6513,,,,,,,
2580d1f1b5572bb3a84056a363d5cfba,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,,,,,
e9dca12fac9be58f14517b5ea265b00f,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,Bacteria,TM7,TM7-1,,,,,,,,
7e40330f773d71ba7384170a6d592a66,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,,,,,
83e888c6fa4c957f9c9cf4063298da78,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
4319d891ae81631c6d24de0d7de13ecc,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,,,,,
fd5bca4e63f375b6418bd2ea73e0be76,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,,,,,
4d9935125f97710e49a0b2ef1170c495,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,,,,,
a2661b8be452308ca1e5a44d5c9f9484,k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__,Bacteria,Chlorobi,OPB56,,,,,,,,
