"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"d00cbbd559efd5f3185140e7ad9e083a",29.7207995638717,1.33226025453329,0.543786187397748,2.4499707521236,0.0142867819130979,0.0334256784381914,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum"
"8d99ca9e353788544c32db04226de0e9",23.7120292495889,-3.41848338091959,0.545773021105523,-6.263562412805,3.762804490928e-10,4.44369292261974e-09,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_bambusicola"
"bab1a9cdff59452159d007af1d700293",23.1972222477814,2.10403821835523,0.518186019059918,4.06039171448958,4.89904545266167e-05,0.000242992654452019,"k__Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",NA
"acbbc279110e29e7db9121959c57fca8",30.6677416985405,1.79119919614133,0.54417897106581,3.29156268687331,0.000996324089703189,0.00358099093110711,"k__Fungi","Ascomycota","Sordariomycetes","Xylariales","Coniocessiaceae","Coniocessia",NA
"d82717237ead7774a8ac44314251b9b5",12.1762560083495,-1.64412775030411,0.696922340922573,-2.35912619493248,0.0183180253262135,0.0409267592873959,"k__Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Neohelicomyces","Neohelicomyces_melaleucae"
"dbc302bba657e9e2bb9d629d0aed1fcd",7.8262923947509,3.88703783108292,0.905906070377151,4.29077357817532,1.78051785495634e-05,9.39507293679092e-05,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Paraisaria","Paraisaria_rosea"
"e4e4ea8bb4ad196d1b11478ad60f3cee",47.5399258174306,-5.25788600438939,0.611373323496848,-8.60012336540309,7.96304560066129e-18,2.468544136205e-16,"k__Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_livistonae"
"ebcf2053b71d8599f7ce9453e8b11f2d",100.211811783246,7.64977371211742,0.896058254337684,8.53713882449719,1.37586214940682e-17,3.41213813052892e-16,"k__Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Trichocladium_arxii"
"df3b724e7f37b6fe4182ed7d698c43a7",41.1724660913215,3.4107159180532,0.774714880062927,4.40254344640464,1.06989155978121e-05,6.0302978824032e-05,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Limnoperdaceae","unidentified","Limnoperdaceae_sp"
"1af140a0e24d6bb04e21ae4475fb7b4e",50.6390910006119,-2.81992783145547,0.712455993870407,-3.95803790790818,7.55679666513903e-05,0.000353601051500845,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","Epicoccum_italicum"
