	Bac.1.H.A.K	Bac.1.H.A.L	Bac.1.H.A.M	Bac.1.H.B.K	Bac.1.H.B.L	Bac.1.H.B.M	Bac.1.H.C.K	Bac.1.H.C.L	Bac.1.H.C.M	Bac.1.H.D.K	Bac.1.H.D.L	Bac.1.H.D.M	Bac.1.P.A.K	Bac.1.P.A.L	Bac.1.P.A.M	Bac.1.P.B.K	Bac.1.P.B.L	Bac.1.P.B.M	Bac.1.P.C.K	Bac.1.P.C.L	Bac.1.P.C.M	Bac.1.P.D.K	Bac.1.P.D.L	Bac.1.P.D.M	Bac.2.H.A.K	Bac.2.H.A.L	Bac.2.H.A.M	Bac.2.H.B.K	Bac.2.H.B.L	Bac.2.H.B.M	Bac.2.H.C.K	Bac.2.H.C.L	Bac.2.H.C.M	Bac.2.H.D.K	Bac.2.H.D.L	Bac.2.H.D.M	Bac.2.P.A.K	Bac.2.P.A.L	Bac.2.P.A.M	Bac.2.P.B.K	Bac.2.P.B.L	Bac.2.P.B.M	Bac.2.P.C.K	Bac.2.P.C.L	Bac.2.P.C.M	Bac.2.P.D.K	Bac.2.P.D.L	Bac.2.P.D.M	Bac.3.H.A.K	Bac.3.H.A.L	Bac.3.H.A.M	Bac.3.H.B.K	Bac.3.H.B.L	Bac.3.H.B.M	Bac.3.H.C.K	Bac.3.H.C.L	Bac.3.H.C.M	Bac.3.H.D.K	Bac.3.H.D.L	Bac.3.H.D.M	Bac.3.P.A.K	Bac.3.P.A.L	Bac.3.P.A.M	Bac.3.P.B.K	Bac.3.P.B.L	Bac.3.P.B.M	Bac.3.P.C.K	Bac.3.P.C.L	Bac.3.P.C.M	Bac.3.P.D.K	Bac.3.P.D.L	Bac.3.P.D.M
Bac.2.P.D.K	67.12475461378284	65.82859041331872	65.72442539454659	67.59871168590212	67.57440670108869	65.98788019360968	66.38446478249406	66.60973196582381	66.87807172792489	69.02622274001935	69.90176092792883	69.46299725946278	63.3358639273227	66.06967755367968	67.43886522688635	64.34054123582767	65.60381533460034	64.37933019049181	66.3470246091486	63.112570581325464	64.54237747862389	63.05611473557855	64.95096997465684	64.52826248292764	67.70687986933495	66.11778148284063	66.2722739441663	65.67634052127273	66.4353531610371	65.81083616384421	65.91659375520248	68.08978728727443	65.75787779576437	65.56254403199844	66.78876264624029	65.18337644387233	65.708611724901	64.62652388162061	65.76224840534749	64.00220400018407	62.264435800866174	64.89675607636691	65.34715645235869	61.86665249329099	64.53114359037058	0.0	64.64768678138056	64.04164494061334	67.33221582835938	62.78871310548128	69.44499318526793	64.36098828373024	65.12023661497592	63.41003668501137	65.87396515845333	65.41265713212005	66.6108033754755	64.61948876268622	66.38423806993312	65.02270367988535	65.67652143909697	64.39870026907955	64.93870975792152	65.1058389717126	65.08226018680504	64.31961256059674	67.19669369745532	65.10693831822515	66.91967588828375	66.73817705241167	65.50080689856448	64.03489755425845
Bac.2.P.D.L	64.78712059456872	65.24094375981835	64.26118671084744	65.50685093020947	65.78520029661891	63.07499015310115	65.90775222215328	66.55249713032393	65.67448437087232	69.70872675665504	69.92777633728399	69.17485247875022	61.95876657756059	64.13188643500402	67.12205412508376	63.97771320255289	64.124714332972	63.44282994175225	64.70840344502943	65.25501064727631	63.76137190889984	63.99503114734026	64.6746731836718	64.2763808831737	64.95537081659762	64.540156573821	65.02532053535572	63.543110294816714	63.12734779099767	64.80463792335863	64.54869080744567	65.09048606330234	63.61913048014121	66.4395172549877	64.80665191331406	63.38404202093995	62.76462075978891	63.49511141939367	63.894440001425046	62.45711507724628	60.4997651600957	64.14088521330376	65.15498964954227	59.81453296570995	64.20855433769638	64.64768678138056	0.0	62.68274757315542	64.39850444553994	60.089855700088414	66.22576340025554	62.67889496115559	63.38137877540533	61.75597356112444	65.15317359807977	63.44211708348093	64.23160142133203	64.95213416226088	65.16019246967308	62.83328851541009	63.42106220977466	62.918486221114435	62.92674586860646	63.011609784900266	64.3141036694631	64.05771083272752	66.12484191084229	62.96120894910431	66.96411634407276	66.06500478012626	65.67746842690445	64.76043746003663
Bac.2.P.D.M	64.41612516140397	64.0561832610542	64.15676099021789	66.29734712801479	65.92483454003411	64.23648855424204	65.46189660012244	64.940414490809	65.14738301070709	67.69250655342313	68.19633269253319	68.2013061019784	62.042176709126544	64.24334455043866	66.24932473652139	63.03477797946748	62.67004018532488	63.13137299620485	63.58476524642526	64.43460655222981	63.645581190669944	62.787207370428284	64.0542303508146	63.50125758657892	65.29130957202078	64.03438188455712	63.01114849405443	64.06685605129445	63.75584493189636	63.38776872266867	63.26707969040906	65.63776562660708	63.61174425026295	65.76665631061776	64.42932112292395	62.345294712065275	63.183273054673016	61.800431510259074	63.45291921333961	62.707821149439575	58.86537085230396	62.97799034093571	63.8278135107339	60.64799268391754	63.56646810402877	64.04164494061334	62.68274757315542	0.0	65.12498133775206	59.92540617924715	66.7072560358507	61.28247488835482	62.09149819908537	61.29602372596665	64.6666283784175	63.22040489584247	64.55916737107749	63.20461409183827	65.0579508022845	62.88416876106596	62.99344894693376	61.28076335905215	61.53191332014298	61.545496652633	62.32363215687244	63.146263115518764	64.51882405761843	62.93860597669182	64.62656093934524	66.10388935530125	63.11045967272482	62.79516313226821
Bac.3.H.A.K	66.41094614143191	65.95013244937282	65.09691701405072	67.2279391023457	67.87835853335687	66.20660039864299	67.60763411809702	66.3888175320338	67.2167758210764	70.69878627943321	70.55081590088984	69.90091577264552	63.7532671363748	64.7843658931885	68.83333850344191	65.87283954318629	66.41022679910418	64.89431188770935	65.95826142415922	66.33517459286244	65.53390973910669	65.68251854264587	67.01792366588302	65.11194399462208	65.97563113757715	65.38799488889269	66.39705810521397	63.516661429579514	65.30244680467347	64.68072547781318	64.69317814907802	65.70541313337891	64.40077472783103	66.8226884407951	65.67669655636703	64.4204071564384	64.98834940859714	65.1801367010898	65.43250712670441	64.33831470708208	62.47104054700577	65.3044477780806	66.74928257706287	62.285651923110855	65.08430504346231	67.33221582835938	64.39850444553994	65.12498133775206	0.0	61.16778152685882	66.48377019019638	63.76992033860514	64.34692760197703	62.136359279968126	65.83124726636832	64.79267520250957	65.45103206131813	65.60570290644698	66.66656579547994	64.54119779820094	63.744167829402926	63.17615499087695	63.46590267192879	63.36030344063632	65.1223231329309	65.21246927760888	66.38274170176238	65.09490962778568	66.83455420565352	66.61482963073428	65.60741397591413	65.33104324671758
Bac.3.H.A.L	62.888192561307015	63.189600787401154	61.567133163635745	62.5588226559989	62.96323048276136	61.49855972118763	64.10508306363681	62.34028784361952	62.43233780956047	66.73273835064438	66.53655431621641	66.66513138106424	59.83179450962779	61.46946768213948	64.66099699222457	61.08584414891829	62.02430483086452	60.7245695910775	61.23327144792868	63.019744926469905	62.08175550311105	61.26518119497369	62.054670661126934	60.13437269183791	62.825286950520415	60.957231348968605	62.05641524548174	60.70922671191521	61.677922409197095	61.08975967358896	60.447700086715756	62.1471658134956	60.5317434804293	63.47054840591323	62.48396436005832	61.530977566057636	61.50747821921223	61.32864570308572	61.65002904977004	59.36804159771833	57.407249914359554	62.1550924060685	62.525459548195485	59.376892173649324	61.23388896692454	62.78871310548128	60.089855700088414	59.92540617924715	61.16778152685882	0.0	62.785093493687754	57.80239269190248	59.69779213109131	59.53364556018402	63.15480082035371	60.898105313013396	62.059384829455034	61.230710604318475	63.27259687479325	60.08955388660928	58.64554079810321	58.69478544781627	58.07393868428675	60.18523838861108	60.9681133307216	61.69897815856125	62.60264218355023	61.090148151510256	62.8353043820788	64.09481309388055	61.643897959331134	60.97726069329054
Bac.3.H.A.M	68.30708767140341	68.27549648722255	67.67940597152597	68.10419367185379	68.7998439711044	66.91504746661191	69.32751035955368	68.58125350013597	68.25231768831735	71.89348784006745	71.99621049100394	71.79246185205415	66.08793840525097	66.87391454082525	71.14228940042125	66.15001680258811	68.09768058442425	66.90424909211038	67.58098487816568	68.36437723694279	66.82972954145905	67.3960728548953	68.9657281578184	66.9373728575279	67.57934006090038	67.44668097773449	67.38389839083948	66.44792179974642	65.59184063286865	67.47312442542612	66.87776232713085	67.81687274617751	65.74126324556715	69.90436099005488	66.92318107747079	67.05186049400855	67.41067171267728	67.2610846398237	66.8670872157121	65.94994943062727	64.32034668278075	68.70478732083708	67.63391626095822	65.10513601400837	66.89547246552951	69.44499318526793	66.22576340025554	66.7072560358507	66.48377019019638	62.785093493687754	0.0	65.9708881083032	64.61673510844312	65.10602875131889	67.56690549846124	67.08078170790283	67.23680617039591	67.54104258854052	68.72969263276151	67.2868658629654	65.26825567707043	64.7262949151662	65.79399200404197	65.72462736662266	66.27126448371277	66.09046305509719	68.91747220106275	67.17907532520304	68.02294174928252	68.27029658153015	68.15877915103779	67.2079696145724
Bac.3.H.B.K	63.1559490053643	63.833856586377465	62.73438158602981	64.95738711622514	63.799346491972564	62.393640683565835	63.6420274003274	64.69465786268103	63.521823142163896	67.57788700772059	67.46173611296838	67.44634273535671	61.47467059487041	63.306009965865044	64.84333449558035	62.60683815516556	62.01283092570369	60.27304998884592	62.52876325682204	64.0857073682415	63.306460004598954	63.40951172210061	62.226130222202876	62.35437531055756	64.65638569247882	62.482857364211924	63.294173328666965	62.278027602006986	62.67456852702434	62.04576756886354	62.11606787307197	63.542036811790865	62.14282132234732	63.16681682438944	62.28139662270449	62.50468293711247	62.08302308817456	60.73800796368676	62.08354210433825	61.47933671319032	58.19740214514389	62.45585562336388	63.757830881820105	59.43308226793989	62.426929257937715	64.36098828373024	62.67889496115559	61.28247488835482	63.76992033860514	57.80239269190248	65.9708881083032	0.0	60.946881860023616	60.11447688687564	64.16588933182311	62.74500933894492	62.664859622804215	62.47699518180132	64.15345273276694	62.709771172859796	61.47259497367837	61.068287023868955	58.64219706473316	59.61667924360004	61.54760203435451	61.93054243804359	64.0987960813573	63.99879535084449	63.242900042531524	64.33436823528987	62.554514349651896	61.87275470952715
Bac.3.H.B.L	64.53105453331688	64.59465984876454	63.448637398524276	65.33544527096835	65.3934602101602	63.519583110993416	65.6923511344208	64.43276956913552	64.78341064259239	68.78814619795517	68.72159360780991	68.30731686760235	62.74776374859145	63.57012971898932	67.33467430473037	63.79475110493812	63.87624561095982	62.954948107727986	62.95132378018822	65.21723815907598	64.19751603870439	64.57242492255452	64.38527739402548	64.26305159404211	63.8025078452359	62.953545445764085	65.5897725949741	62.71959300489723	62.881988639351896	64.1724995684639	62.910487836518875	63.29516740774969	62.51381332938762	65.87110576741999	62.21505613493384	64.33834293658542	64.13235011376602	61.172474192055795	63.27913419824394	63.00802423114762	60.081222592095216	63.76318108959002	63.849994023223154	61.239273869412685	63.085414095818074	65.12023661497592	63.38137877540533	62.09149819908537	64.34692760197703	59.69779213109131	64.61673510844312	60.946881860023616	0.0	59.53065067468553	62.61582824269167	63.2600984188696	63.542728859391474	64.25696552250795	64.24754778272452	62.5976429613559	63.34356217509338	61.4468652712361	61.697439813868485	62.778499791681945	63.10726505176656	62.53058744834819	65.7831569024065	63.14004042442868	64.11754597608893	64.61467957086462	63.55205709076585	63.809654545640065
Bac.3.H.B.M	62.61245226977135	62.30337130131805	62.62466252519241	64.42183761735058	64.68108260241034	61.69805625784919	63.94164206369066	63.609617277428605	64.30827630170288	68.4307397455391	67.66194553117317	67.3738225132113	61.45530064128509	61.69287556559838	65.09803051069287	61.88007406168994	63.097448038039005	62.42897716718646	62.07703561991611	63.35498094426295	62.52077234530443	61.97975445466258	62.950818229703444	62.23689299666607	64.370875948089	62.5405371810247	64.01575853838888	61.38111190943063	62.15916270197011	61.321831021866245	62.59844995295582	62.76327049850265	61.70457049860359	62.942338772265025	62.321159332648094	62.41540155303539	61.139256400667776	60.871259454602516	62.69169915661358	62.1803739415119	59.738996967877824	62.98729104779813	63.31446909769894	58.99047672708241	62.293425753594214	63.41003668501137	61.75597356112444	61.29602372596665	62.136359279968126	59.53364556018402	65.10602875131889	60.11447688687564	59.53065067468553	0.0	63.02892337046937	62.872257407499866	63.18733384343938	61.93421041474171	62.89045766740557	61.41284137534292	61.82093196072185	59.506729555358305	60.388836920597164	61.273094022960805	62.62787405398809	61.91009658787237	62.245444073428	60.954749220379654	63.96038396853776	63.141971309153796	62.30160332759671	61.300870407265236
Bac.3.H.C.K	66.77508464789693	66.33448115869679	66.3450975630919	67.9770535215197	68.80695113076177	65.47161145807611	66.57554758578738	66.61137885934238	66.86753261455388	71.07573113268872	70.3427424568073	70.54356457199954	64.33966761232563	66.34054310687753	68.06345678743176	65.31832879881784	67.10232216854531	64.90903656910395	66.6297675495054	66.64926636516404	65.78909200773275	65.03186154144746	67.35621056783951	65.96676364684623	66.8024940397621	64.97565474479399	65.93263216017125	65.37356773885027	63.63178387115578	65.01999240445319	65.24732251400259	65.09982267367205	64.23594257484544	67.34295852046716	65.7130344622622	64.29816012762386	65.23027837218962	65.13936906742079	65.58941298472027	65.47439337643978	62.75023038711828	65.78669074001537	66.63901052315306	62.58113550953528	65.25938839540602	65.87396515845333	65.15317359807977	64.6666283784175	65.83124726636832	63.15480082035371	67.56690549846124	64.16588933182311	62.61582824269167	63.02892337046937	0.0	64.40697319510839	65.28356361462934	65.9532461089594	64.4859339456971	64.49285697308002	65.49100264702223	64.4343233576883	65.46796335976046	64.59976925729705	64.34831145985243	64.58017825368148	66.99358302978794	65.16165893319632	66.45607838320547	66.89716064586565	66.69429118774849	64.75155979977707
Bac.3.H.C.L	65.76670878325368	66.00155412701616	64.45423462553515	65.62871275911021	66.74034487658037	64.89388824250388	65.84820027301471	66.6400658225472	65.51261865024766	68.9995309697867	69.80899910159211	69.12788536233806	63.83608839674862	65.04074024216293	67.17712559602334	64.28720859754833	66.19090877066968	64.2762940717488	65.65079756930034	64.85879981970479	65.37970877833374	64.93696522430261	66.06543726518187	65.33650230925052	66.17249886440204	63.58905024790823	65.3384789628805	63.90030611543035	63.0027955740295	65.57797082378352	63.40354049654985	64.44409248160333	63.48099373944032	66.04700339184875	65.14046739879102	64.34481130480337	65.14181052552996	63.769355716702954	64.0286743576238	63.806002896594244	61.8483050875608	64.92499947641211	65.739454430581	61.12001634583919	64.2788353874671	65.41265713212005	63.44211708348093	63.22040489584247	64.79267520250957	60.898105313013396	67.08078170790283	62.74500933894492	63.2600984188696	62.872257407499866	64.40697319510839	0.0	63.57384920869657	64.22024266628637	65.06311865600273	63.84929228349138	63.86449426107673	63.66849071622641	63.71536089446687	63.67551998544348	64.78589945266722	64.14413900960112	66.38262533875023	65.01979119763081	65.928621689173	66.1005272384677	65.69207123941365	64.67305480411441
Bac.3.H.C.M	66.71523788570354	65.83439118275052	65.43222006492644	66.27813669432481	67.5306996714502	64.71505333609802	65.6611312304134	67.02489834150232	65.85074102221981	69.4723951941898	69.78603185339863	68.94646505773406	64.42281943448378	65.38179216487173	67.61051901467287	65.69651559965101	66.28855471217913	64.01662150548553	66.59637325587448	65.6222991677474	64.36100827892557	66.0231915843059	66.53778946919502	66.09892964474092	66.15450831980299	64.56983243522761	65.82073730581041	65.10581423081744	64.89531558846726	64.21712795183028	63.53297765090515	65.21702357363293	62.87294932358888	66.15381511831256	65.2493550937969	63.66408545487972	65.62485294218237	64.82137161326598	64.60414552562202	63.90952078791463	61.28823028996783	65.69952051607244	65.5389376984494	61.8848168428537	63.50912347032086	66.6108033754755	64.23160142133203	64.55916737107749	65.45103206131813	62.059384829455034	67.23680617039591	62.664859622804215	63.542728859391474	63.18733384343938	65.28356361462934	63.57384920869657	0.0	65.42309428635598	64.50577230116505	63.89252303401319	64.28964369999258	63.46980262211423	63.836335716108074	63.350529167684826	63.8205831831594	64.30418337909143	66.85899419804583	65.6549529774358	65.7818662430434	65.96594948880193	66.08486831283842	65.28283164898713
Bac.3.H.D.K	66.53648959064144	65.80810169389733	64.98495572296056	66.96938668512054	67.12293557948963	66.01180430192365	65.77223572228004	67.15408563301831	66.69121490569438	69.69996958474806	70.27352217508108	69.8685131456381	64.69498445315398	64.66002827150469	67.93407949098997	65.00026673352697	65.23268669548706	65.14389025335518	66.0233463422766	64.88232463727658	64.83974075093379	63.697838070482376	64.88280986733447	65.78106337260141	67.51007187144226	64.68650207783612	66.26488784723794	64.00268582600657	64.60929386530182	64.94583172079348	63.91295953620628	65.51594334171835	63.92864120129571	66.03445981314984	65.77904340134558	64.66255756139188	65.33347618708369	64.14034160933618	64.63224978315634	64.36988577173494	62.03963729239995	65.21449996592065	67.02510658787904	62.056630570799	64.41441056250879	64.61948876268622	64.95213416226088	63.20461409183827	65.60570290644698	61.230710604318475	67.54104258854052	62.47699518180132	64.25696552250795	61.93421041474171	65.9532461089594	64.22024266628637	65.42309428635598	0.0	66.71386969180928	63.95099148123247	64.68124813251688	63.097862280889586	63.81932940994432	64.40695922648887	64.77133349382697	64.79455812866607	65.32385933871029	64.7955090494522	65.7911531597791	66.2665726858789	65.07129271988238	63.96986644256347
Bac.3.H.D.L	67.15917459834571	67.62111305178526	66.54906632964831	67.0498250874933	68.00583638543576	65.99594850594916	67.14336133207976	66.43392020473212	66.72769282084265	71.2838755638874	70.36622305875206	70.01568806038492	64.99689404134676	66.47448284727014	68.38974944750669	66.09591121651796	66.88272347679403	65.73346878338478	67.28605826169297	66.66234390542004	66.12702961493069	65.480304599767	67.29035418612148	66.73152027791626	67.5216507513306	64.87171561877116	66.72239797165044	64.79135702190761	65.30584199852345	66.38270426194538	65.1813586135253	65.65159580301793	65.25147016962113	67.8391460608325	66.36863687847429	65.67448839575542	65.34674381027205	65.81276251700827	65.27777611767722	65.20393573564743	62.566973355196374	66.06459196713001	66.72725460673377	62.36532913660287	66.13350127231818	66.38423806993312	65.16019246967308	65.0579508022845	66.66656579547994	63.27259687479325	68.72969263276151	64.15345273276694	64.24754778272452	62.89045766740557	64.4859339456971	65.06311865600273	64.50577230116505	66.71386969180928	0.0	64.66974451809834	65.77217191290634	64.08896342024347	65.70679324223386	64.34654145928042	65.28163415571463	64.92604342421635	68.15985371109701	66.15714098181867	66.8854591968889	66.80914383865247	66.60977962678813	65.98341089189856
Bac.3.H.D.M	65.33176452969757	66.07650056677512	65.22606544844761	65.74668799891623	66.27750182141378	64.12164452916468	65.53982266490074	67.16270580953693	65.85453653125089	69.27067715842382	69.39152442998041	68.14176248243749	63.14103797502327	64.11437928396796	68.16301994691347	63.75060773804733	65.23722049626086	64.73490873792485	65.20464312850316	65.93605396443786	64.73342117423826	64.61522168478982	65.4157618654067	64.01051583183154	66.06221871343294	64.3129277194226	65.7424283059294	63.90549972696245	64.83132281455099	64.38368853875873	63.026749739087926	64.57724719690454	64.44285706528807	65.808462593465	64.52513643868834	63.71982742847692	63.92552357141846	64.3779604791668	64.57240150358173	64.6374220952449	61.756396620169454	64.7543650454904	65.60396997199513	62.043179547015214	64.38217908085998	65.02270367988535	62.83328851541009	62.88416876106596	64.54119779820094	60.08955388660928	67.2868658629654	62.709771172859796	62.5976429613559	61.41284137534292	64.49285697308002	63.84929228349138	63.89252303401319	63.95099148123247	64.66974451809834	0.0	63.85708991521844	62.745719277644824	62.59648530628615	61.73498130775905	64.44125486547	65.12320901345647	66.46355273229348	63.61100375559883	66.20426961657137	66.43711919478115	64.87909062162267	64.75487694634879
Bac.3.P.A.K	64.45176717690029	65.83072353779161	64.1620779791053	65.05951556830868	66.76223730041399	62.60142701451055	66.51664483570234	65.44863339780215	65.48715350970438	68.50403731206416	69.37073939992854	68.38638470601947	62.87088496764744	64.05696956961727	66.83327606855778	64.20818613578662	64.12905283235435	63.66959090122874	63.42741453973041	64.42881653687245	65.04508080335813	64.3928190415438	64.56669734817257	63.099020815482874	65.11848771498582	64.26377680758323	63.819107206603945	62.42551503529886	62.460056061977745	63.986866458966425	64.89681565012818	66.16769880138771	63.6731829342039	66.64050500606463	65.33656863826577	63.1254640012259	64.79807805083642	63.51905154897542	62.90539052087164	62.36623409950731	59.52507716778314	64.64618529372164	65.41967209326805	61.887222311457194	63.24523423852149	65.67652143909697	63.42106220977466	62.99344894693376	63.744167829402926	58.64554079810321	65.26825567707043	61.47259497367837	63.34356217509338	61.82093196072185	65.49100264702223	63.86449426107673	64.28964369999258	64.68124813251688	65.77217191290634	63.85708991521844	0.0	63.072272133978146	62.01398211170495	62.89773621168707	62.91003180739425	63.54559212592415	64.76344872214858	64.88757855000654	65.12149192127585	66.40406452230367	64.38712143417598	63.43180337967894
Bac.3.P.A.L	63.90159660474665	62.80985006219682	62.82826352218138	65.54657971110137	64.42979427438696	63.824349736878524	64.64891835801009	64.57889374734674	64.39378017626522	67.70015650560256	67.77614044033619	68.0560145911741	61.44496970671849	62.37700422918545	65.15554479632652	62.61648791276352	63.010296229803096	61.507796574345384	62.387462150627606	64.14536486197125	62.88643198349658	63.16603125055276	63.18260534132647	63.20513042925895	64.43951926934079	63.92271886911914	63.25590780782605	61.669814994209396	63.460488965813866	62.169102819840475	61.744593742908926	64.37914989760378	62.095841152253705	63.887760186854926	64.0046558639567	62.60632240277216	61.62346246495103	62.31220407701987	63.97064672292671	62.6192845385024	59.14715114476947	63.39227930814058	62.928477454831366	59.426092470185964	62.02794121637268	64.39870026907955	62.918486221114435	61.28076335905215	63.17615499087695	58.69478544781627	64.7262949151662	61.068287023868955	61.4468652712361	59.506729555358305	64.4343233576883	63.66849071622641	63.46980262211423	63.097862280889586	64.08896342024347	62.745719277644824	63.072272133978146	0.0	60.86669642632333	61.06308220864053	61.92444803075384	61.02485768564489	63.26732218075161	63.356046299163275	63.181650120607955	63.422668650518865	61.613469646997586	60.454112036571985
Bac.3.P.A.M	63.505790215992874	64.79029375450143	63.41665470720796	65.39399620000823	64.57631637359444	63.808675524066025	64.8801341462987	64.50166573234625	64.75180385208417	68.7048344655731	68.23096200313178	68.52735187547596	61.5928316814925	63.43876189836716	66.30543898611731	62.15088228635693	61.78505514798876	62.3997733912543	63.41851981378863	64.62724293109517	63.40223321376191	64.43997786470344	62.686538532397606	62.22918226987129	63.238525676754044	62.672114140290255	63.70492355828677	63.247068211130085	63.768131461326426	62.03000045039522	63.25747546277738	64.58853346149107	61.68020509229543	63.69457939293722	63.72131460344238	63.69660355752662	61.249901521811886	61.42900067462857	63.106630319562726	61.52314192449164	58.77970940557376	64.08611676188718	64.03390007984432	60.84096721640843	62.51260386865268	64.93870975792152	62.92674586860646	61.53191332014298	63.46590267192879	58.07393868428675	65.79399200404197	58.64219706473316	61.697439813868485	60.388836920597164	65.46796335976046	63.71536089446687	63.836335716108074	63.81932940994432	65.70679324223386	62.59648530628615	62.01398211170495	60.86669642632333	0.0	58.6338275914744	62.97597244197288	62.50628376888843	63.308827407950616	63.45645990754263	64.69930782799332	65.12859238349628	62.62614929251514	62.21769822338127
Bac.3.P.B.K	63.15517319546154	64.03404512866726	63.90145973307941	65.54632972356474	64.32865585873682	63.91554967432748	64.84585595977414	65.12112482427747	64.93701923074823	68.34648156652185	68.44825995505228	68.25503202901928	60.60314190580399	63.56119605538525	65.3336791794212	62.71772440676103	61.768080518189	61.37382555420002	63.1474310341893	63.990515939872324	62.984186956292604	64.22581353306045	62.821011546227304	63.007893011480796	63.367692390736465	63.069056166597896	63.650907834421744	63.55087639240157	63.90646303475079	62.11288261258062	62.64331062330373	63.41670990662714	62.65814423321508	63.60176679931475	63.37570595809908	62.18356683712109	62.426298673113145	61.93707019972197	63.35305684541545	62.37526989930572	59.40123089782666	63.28572399162118	63.486267068605095	59.80856158029362	63.49839504963359	65.1058389717126	63.011609784900266	61.545496652633	63.36030344063632	60.18523838861108	65.72462736662266	59.61667924360004	62.778499791681945	61.273094022960805	64.59976925729705	63.67551998544348	63.350529167684826	64.40695922648887	64.34654145928042	61.73498130775905	62.89773621168707	61.06308220864053	58.6338275914744	0.0	62.56605658428448	61.95790761903129	63.86834224901919	62.93832321305333	64.80592761505153	64.68666303406772	61.91071862312957	60.409460074821745
Bac.3.P.B.L	65.51137277977281	65.09411555658079	65.6404303819057	66.43812547147876	65.54908987476209	65.20163965216845	66.14384076437031	65.31297335768645	66.20586989296827	69.32863130231102	68.58524233617467	68.33332051362821	64.08803740670142	64.52008250209836	66.74835350990836	63.792351899195005	63.86372196800819	62.9767073237251	65.16951983214088	66.32771280139258	64.68031650723756	64.38312267943918	65.00678725149473	63.842043040287926	65.28433856385038	64.99881014299991	64.02374348921416	63.89974559591618	63.66922049490055	64.22680269332886	64.0519535924198	65.88419901849832	64.02327443468243	66.62733230773107	65.55589053095083	63.18873735263439	64.91987850402889	62.526649607998706	64.15576473645733	63.10527987437334	59.02001043814874	63.65996372356467	66.20565734959727	60.696036404069055	64.63634535655723	65.08226018680504	64.3141036694631	62.32363215687244	65.1223231329309	60.9681133307216	66.27126448371277	61.54760203435451	63.10726505176656	62.62787405398809	64.34831145985243	64.78589945266722	63.8205831831594	64.77133349382697	65.28163415571463	64.44125486547	62.91003180739425	61.92444803075384	62.97597244197288	62.56605658428448	0.0	62.46618596951351	65.39479733950817	65.14565536027841	64.73088604948862	65.63122365024508	64.17522088072151	61.999131994017866
Bac.3.P.B.M	65.40631534247831	65.00305558917843	63.54351130818089	66.20788039786038	66.06803679980908	64.20453284155252	64.95038132187754	64.54688465943057	65.13859863596544	68.72199141820363	68.84986764831088	68.94078902425773	63.576423403274696	65.22987132558372	66.31949420883778	62.65916101161144	63.752815090440755	63.87536104399833	63.6239112694668	65.16318135836336	64.30340978060694	63.27827052341016	63.68921953405711	64.03528666135921	64.78344163668349	64.54405466913687	64.2121409605084	64.23448134425914	64.19662090477829	63.47776339745942	64.54899764076949	64.7628095715055	63.31828027012956	64.75323608101988	65.45000371873402	63.89819743077865	63.79567934033045	63.242711885358155	63.86525585480765	63.05278777464621	60.193481188565066	63.92593832386432	63.37685416471847	60.275697770357596	62.61752168066781	64.31961256059674	64.05771083272752	63.146263115518764	65.21246927760888	61.69897815856125	66.09046305509719	61.93054243804359	62.53058744834819	61.91009658787237	64.58017825368148	64.14413900960112	64.30418337909143	64.79455812866607	64.92604342421635	65.12320901345647	63.54559212592415	61.02485768564489	62.50628376888843	61.95790761903129	62.46618596951351	0.0	65.51026081501462	63.91789592060185	64.75052591784566	64.74424757789981	62.85365130278263	62.197572026853166
Bac.3.P.C.K	66.4830205368294	66.89649358858058	65.6549430758029	67.87970696769453	68.3040614430262	66.37702105879087	66.54620218718053	68.50471530011632	69.08186190050485	70.83857090982362	71.24558755836719	71.2640113354963	64.32294607519547	65.7851056194391	67.64789853571095	64.7164589132361	64.49052400646055	66.03063264089468	66.64364862744179	66.53137720877906	64.98322847075191	65.37989019349224	65.30500864094776	66.08022050737114	67.05290759873996	66.97289822301614	67.65098784067908	65.53886672734711	67.01998299135215	65.85189690688043	66.2157980438934	68.07387512660874	66.4747310391936	66.63217933257049	67.16612564517433	66.73825645577386	65.3086733396985	63.838789621739714	65.61508319939458	64.73254176196303	63.25912587362295	66.63781426239395	66.85403603355266	63.59061039010518	65.75198643952044	67.19669369745532	66.12484191084229	64.51882405761843	66.38274170176238	62.60264218355023	68.91747220106275	64.0987960813573	65.7831569024065	62.245444073428	66.99358302978794	66.38262533875023	66.85899419804583	65.32385933871029	68.15985371109701	66.46355273229348	64.76344872214858	63.26732218075161	63.308827407950616	63.86834224901919	65.39479733950817	65.51026081501462	0.0	64.2768048114046	68.31920524800113	68.02295424627174	65.57106192944428	63.530660297052115
